layer,probe_method,train_dataset,eval_dataset,eval_type,model_name,grouped_accuracy
23,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
24,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
24,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
24,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
24,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
24,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
24,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
24,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
24,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
24,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
24,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
24,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
24,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
24,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
24,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
24,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
24,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
24,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
24,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
24,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
24,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
24,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
24,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
24,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
24,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
24,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
24,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
24,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
24,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
25,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
25,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
25,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
25,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
25,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
25,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
25,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
25,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
25,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
25,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
25,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
25,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
25,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
25,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
25,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
25,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
25,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
25,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
25,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
25,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
25,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
25,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
25,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
25,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
25,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
25,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
25,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
25,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
26,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
26,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
26,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
26,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
26,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
26,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
26,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
26,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
26,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
26,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
26,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
26,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
26,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
26,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
26,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
26,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
26,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
26,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
26,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
26,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
26,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
26,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
26,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
26,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
26,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
26,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
26,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
26,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
27,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
27,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
27,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
27,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
27,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
27,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
27,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
27,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
27,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
27,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
27,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
27,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
27,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
27,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
27,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
27,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
27,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
27,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
27,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
27,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
27,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
27,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
27,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
27,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
27,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
27,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
27,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
27,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
28,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
28,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
28,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
28,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
28,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
28,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
28,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
28,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
28,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.7
28,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
28,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
28,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
28,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
28,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.2
28,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
28,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
28,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
28,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
28,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
28,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
28,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
28,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
28,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
28,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
28,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
28,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
28,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
28,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
29,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
29,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
29,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
29,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
29,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
29,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
29,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
29,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
29,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.7
29,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
29,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.8
29,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
29,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.9
29,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
29,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
29,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
29,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
29,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
29,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
29,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
29,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
29,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
29,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
29,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
29,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
29,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
29,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
29,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
30,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
30,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
30,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
30,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
30,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
30,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
30,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
30,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
30,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.6
30,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
30,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.8
30,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
30,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
30,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
30,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
30,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.8
30,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
30,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
30,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
30,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
30,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
30,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
30,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
30,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
30,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
30,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
30,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
30,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
31,dim,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
31,dim,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
31,dim,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
31,dim,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
31,dim,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
31,dim,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
31,dim,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
31,lat,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,0.9
31,lat,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.8
31,lat,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,1.0
31,lat,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
31,lat,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
31,lat,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
31,lat,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
31,lr,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
31,lr,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.8
31,lr,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.7
31,lr,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
31,lr,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
31,lr,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
31,lr,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
31,pca-g,dbpedia_14,amazon_polarity,out_of_distribution,microsoft/phi-2,1.0
31,pca-g,dbpedia_14,arc_easy,out_of_distribution,microsoft/phi-2,0.9
31,pca-g,dbpedia_14,boolq,out_of_distribution,microsoft/phi-2,0.8
31,pca-g,dbpedia_14,dbpedia_14,in_distribution,microsoft/phi-2,0.9
31,pca-g,dbpedia_14,facts,out_of_distribution,microsoft/phi-2,1.0
31,pca-g,dbpedia_14,repeng_truthful,out_of_distribution,microsoft/phi-2,0.8
31,pca-g,dbpedia_14,truthful_qa,out_of_distribution,microsoft/phi-2,0.3
